时间,短期预测湿度,实际功率,短期预测风速,实际风速,短期预测风向,短期预测温度,短期预测气压
2019/6/13 11:30,88,,4.2,,46,23.7,1004
2019/6/13 11:45,88,,4.1,,47,23.8,1004
2019/6/13 12:00,88,,4.1,,47,23.8,1004
2019/6/13 12:15,88,,4,,48,23.9,1004
2019/6/13 12:30,87,,4,,47,23.9,1004
2019/6/13 12:45,87,,3.9,,48,24,1004
2019/6/13 13:00,87,,3.9,,48,24,1004
2019/6/13 13:15,87,,3.9,,48,24.1,1004
2019/6/13 13:30,87,,3.8,,49,24.1,1003
2019/6/13 13:45,87,,3.8,,49,24.2,1003
2019/6/13 14:00,87,,3.8,,49,24.2,1003
2019/6/13 14:15,87,,3.8,,50,24.2,1003
2019/6/13 14:30,88,,3.8,,50,24.2,1003
2019/6/13 14:45,88,,3.7,,52,24.2,1003
2019/6/13 15:00,88,,3.7,,52,24.2,1003
2019/6/13 15:15,88,,3.6,,53,24.2,1003
2019/6/13 15:30,89,,3.7,,55,24.1,1002
2019/6/13 15:45,89,,3.6,,56,24.1,1002
2019/6/13 16:00,89,,3.7,,57,24.1,1002
2019/6/13 16:15,90,,3.7,,59,24.1,1002
2019/6/13 16:30,90,,3.8,,61,24,1002
2019/6/13 16:45,91,,3.8,,63,24,1002
2019/6/13 17:00,91,,3.9,,67,24,1002
2019/6/13 17:15,91,,4,,70,24,1002
2019/6/13 17:30,92,,4.3,,72,23.9,1002
2019/6/13 17:45,92,,4.5,,74,23.9,1002
2019/6/13 18:00,92,,4.6,,76,23.9,1002
2019/6/13 18:15,92,,4.8,,78,23.9,1002
2019/6/13 18:30,93,,5,,80,23.8,1001
2019/6/13 18:45,93,,5.2,,81,23.8,1001
2019/6/13 19:00,93,,5.3,,80,23.8,1001
2019/6/13 19:15,93,,5.3,,79,23.8,1001
2019/6/13 19:30,94,,5.4,,78,23.7,1001
2019/6/13 19:45,94,,5.4,,77,23.7,1001
2019/6/13 20:00,94,,5.4,,74,23.7,1001
2019/6/13 20:15,94,,5.3,,69,23.6,1001
2019/6/13 20:30,95,,5.2,,65,23.6,1001
2019/6/13 20:45,95,,5.2,,60,23.5,1001
2019/6/13 21:00,95,,5.2,,54,23.5,1001
2019/6/13 21:15,95,,5.2,,48,23.4,1001
2019/6/13 21:30,95,,5.3,,43,23.4,1001
2019/6/13 21:45,95,,5.5,,37,23.3,1001
2019/6/13 22:00,95,,5.7,,32,23.3,1001
2019/6/13 22:15,95,,5.8,,28,23.3,1001
2019/6/13 22:30,95,,5.9,,24,23.2,1001
2019/6/13 22:45,95,,6.1,,20,23.2,1001
2019/6/13 23:00,95,,6.2,,19,23.2,1001
2019/6/13 23:15,95,,6.2,,18,23.2,1001
2019/6/13 23:30,94,,6.3,,18,23.2,1001
2019/6/13 23:45,94,,6.3,,17,23.2,1001
2019/6/14 0:00,188,,10.8,,700,46,2002
2019/6/14 0:15,188,,11.4,,704,46,2002
2019/6/14 0:30,188,,11.8,,706,46,2000
2019/6/14 0:45,188,,12.4,,708,46,2000
2019/6/14 1:00,188,,12.6,,712,46,2000
2019/6/14 1:15,188,,12.6,,714,46,2000
2019/6/14 1:30,188,,12.6,,718,45.8,2000
2019/6/14 1:45,188,,12.6,,0,45.8,2000
2019/6/14 2:00,188,,12.2,,0,45.8,2000
2019/6/14 2:15,188,,11.6,,2,45.8,2000
2019/6/14 2:30,186,,10.8,,2,45.6,2000
2019/6/14 2:45,186,,10.2,,4,45.6,2000
2019/6/14 3:00,186,,9.4,,4,45.6,2000
2019/6/14 3:15,186,,8.4,,6,45.6,2000
2019/6/14 3:30,184,,7.4,,10,45.6,2000
2019/6/14 3:45,184,,6.4,,10,45.6,2000
2019/6/14 4:00,184,,5.4,,12,45.6,2000
2019/6/14 4:15,182,,4.8,,14,45.8,2000
2019/6/14 4:30,182,,4.2,,22,45.8,2000
2019/6/14 4:45,180,,3.6,,26,46,2000
2019/6/14 5:00,180,,3.2,,28,46.2,2000
2019/6/14 5:15,178,,3.4,,34,46.4,2000
2019/6/14 5:30,176,,3.6,,38,46.6,2002
2019/6/14 5:45,174,,3.6,,44,46.8,2002
2019/6/14 6:00,172,,3.8,,42,47,2002
2019/6/14 6:15,170,,4.4,,44,47.2,2002
2019/6/14 6:30,168,,5,,42,47.6,2004
2019/6/14 6:45,166,,5.4,,44,47.8,2004
2019/6/14 7:00,164,,5.8,,40,48.2,2004
2019/6/14 7:15,81,,2.9,,18,24.3,1002
2019/6/14 7:30,160,,6,,34,49,2006
2019/6/14 7:45,158,,6.2,,30,49.4,2006
2019/6/14 8:00,154,,6.2,,26,49.8,2006
2019/6/14 8:15,152,,5.6,,20,50.2,2006
2019/6/14 8:30,150,,5.4,,8,50.8,2006
2019/6/14 8:45,74,,2.5,,0,25.6,1003
2019/6/14 9:00,73,,2.2,,357,25.8,1003
2019/6/14 9:15,72,,1.9,,348,26,1003
2019/6/14 9:30,71,,1.7,,335,26.3,1003
2019/6/14 9:45,70,,1.6,,320,26.5,1003
2019/6/14 10:00,70,,1.4,,306,26.7,1003
2019/6/14 10:15,70,,1.3,,293,26.8,1003
2019/6/14 10:30,70,,1.3,,274,26.9,1002
2019/6/14 10:45,70,,1.4,,266,27,1002
2019/6/14 11:00,70,,1.4,,253,27.1,1002
2019/6/14 11:15,71,,1.3,,238,27.1,1002
2019/6/14 11:30,71,,1.2,,222,27.2,1002
2019/6/14 11:45,72,,1.3,,207,27.2,1002
2019/6/14 12:00,72,,1.4,,192,27.2,1002
2019/6/14 12:15,73,,1.5,,180,27.1,1002
2019/6/14 12:30,74,,1.8,,164,27.1,1001
2019/6/14 12:45,75,,2,,153,27,1001
2019/6/14 13:00,75,,2.4,,147,27,1001
2019/6/14 13:15,76,,2.7,,141,26.9,1001
2019/6/14 13:30,76,,3,,136,26.8,1001
2019/6/14 13:45,77,,3.4,,133,26.7,1001
2019/6/14 14:00,77,,3.8,,132,26.6,1001
2019/6/14 14:15,77,,4,,132,26.5,1001
2019/6/14 14:30,78,,4.3,,130,26.4,1001
2019/6/14 14:45,78,,4.6,,131,26.3,1001
2019/6/14 15:00,78,,4.8,,131,26.2,1001
2019/6/14 15:15,78,,4.9,,131,26.1,1001
2019/6/14 15:30,78,,5,,131,26,1001
2019/6/14 15:45,78,,5.2,,131,25.9,1001
2019/6/14 16:00,78,,5.2,,131,25.9,1001
2019/6/14 16:15,78,,5.1,,130,25.8,1001
2019/6/14 16:30,79,,5,,130,25.7,1001
2019/6/14 16:45,79,,4.9,,129,25.6,1001
2019/6/14 17:00,79,,4.7,,126,25.6,1001
2019/6/14 17:15,80,,4.4,,123,25.5,1001
2019/6/14 17:30,80,,4.2,,118,25.4,1001
2019/6/14 17:45,81,,3.9,,114,25.3,1001
2019/6/14 18:00,81,,3.8,,108,25.3,1001
2019/6/14 18:15,81,,3.6,,101,25.2,1001
2019/6/14 18:30,82,,3.5,,93,25.1,1002
2019/6/14 18:45,82,,3.4,,85,25,1002
2019/6/14 19:00,82,,3.5,,78,24.9,1002
2019/6/14 19:15,83,,3.6,,72,24.8,1002
2019/6/14 19:30,83,,3.7,,64,24.7,1003
2019/6/14 19:45,84,,3.9,,59,24.6,1003
2019/6/14 20:00,84,,4,,55,24.6,1003
2019/6/14 20:15,84,,4.1,,53,24.5,1003
2019/6/14 20:30,85,,4.3,,53,24.4,1004
2019/6/14 20:45,85,,4.4,,51,24.3,1004
2019/6/14 21:00,85,,4.5,,50,24.3,1004
2019/6/14 21:15,85,,4.5,,50,24.2,1004
2019/6/14 21:30,86,,4.5,,50,24.2,1005
2019/6/14 21:45,86,,4.6,,51,24.1,1005
2019/6/14 22:00,86,,4.6,,51,24.1,1005
2019/6/14 22:15,86,,4.5,,50,24,1005
2019/6/14 22:30,87,,4.5,,51,23.9,1005
2019/6/14 22:45,87,,4.4,,51,23.8,1005
2019/6/14 23:00,87,,4.3,,50,23.8,1005
2019/6/14 23:15,88,,4.3,,48,23.7,1005
2019/6/14 23:30,88,,4.2,,45,23.6,1005
2019/6/14 23:45,89,,4.2,,43,23.5,1005
2019/6/15 0:00,87,,5.4,,16,22.8,1006
2019/6/15 0:15,87,,5.3,,16,22.7,1006
2019/6/15 0:30,87,,5.2,,18,22.7,1005
2019/6/15 0:45,87,,5.2,,18,22.6,1005
2019/6/15 1:00,87,,5.1,,18,22.6,1005
2019/6/15 1:15,87,,5,,20,22.5,1005
2019/6/15 1:30,87,,4.9,,20,22.5,1005
2019/6/15 1:45,87,,4.8,,22,22.4,1005
2019/6/15 2:00,87,,4.8,,22,22.4,1005
2019/6/15 2:15,87,,4.9,,21,22.4,1005
2019/6/15 2:30,87,,5,,22,22.3,1005
2019/6/15 2:45,87,,5.1,,22,22.3,1005
2019/6/15 3:00,87,,5.1,,22,22.3,1005
2019/6/15 3:15,87,,5.2,,22,22.3,1005
2019/6/15 3:30,86,,5.3,,22,22.3,1005
2019/6/15 3:45,86,,5.4,,22,22.3,1005
2019/6/15 4:00,86,,5.4,,22,22.3,1005
2019/6/15 4:15,86,,5.4,,23,22.4,1005
2019/6/15 4:30,85,,5.6,,23,22.4,1006
2019/6/15 4:45,85,,5.6,,24,22.5,1006
2019/6/15 5:00,85,,5.6,,25,22.6,1006
2019/6/15 5:15,84,,5.6,,27,22.7,1006
2019/6/15 5:30,84,,5.6,,29,22.8,1006
2019/6/15 5:45,83,,5.6,,30,22.9,1006
2019/6/15 6:00,83,,5.5,,33,23,1006
2019/6/15 6:15,82,,5.4,,35,23.2,1006
2019/6/15 6:30,81,,5.3,,38,23.3,1007
2019/6/15 6:45,80,,5.2,,40,23.5,1007
2019/6/15 7:00,80,,5.2,,43,23.7,1007
2019/6/15 7:15,79,,5.2,,46,23.9,1007
2019/6/15 7:30,79,,5.2,,48,24,1007
2019/6/15 7:45,78,,5.2,,50,24.2,1007
2019/6/15 8:00,78,,5.1,,53,24.4,1007
2019/6/15 8:15,77,,5.2,,54,24.6,1007
2019/6/15 8:30,76,,5.2,,56,24.8,1007
2019/6/15 8:45,75,,5.2,,58,25,1007
2019/6/15 9:00,75,,5.2,,58,25.2,1007
2019/6/15 9:15,74,,5.1,,59,25.4,1007
2019/6/15 9:30,74,,5.1,,59,25.5,1007
2019/6/15 9:45,73,,5.1,,60,25.7,1007
2019/6/15 10:00,73,,5.1,,60,25.9,1007
2019/6/15 10:15,72,,5,,61,26,1007
2019/6/15 10:30,71,,4.9,,62,26.1,1007
2019/6/15 10:45,70,,4.8,,63,26.2,1007
2019/6/15 11:00,70,,4.8,,63,26.3,1007
2019/6/15 11:15,69,,4.8,,64,26.4,1007
2019/6/15 11:30,68,,4.7,,65,26.5,1007
2019/6/15 11:45,67,,4.6,,66,26.6,1007
2019/6/15 12:00,67,,4.6,,66,26.6,1007
2019/6/15 12:15,66,,4.6,,67,26.6,1007
2019/6/15 12:30,66,,4.5,,68,26.7,1007
2019/6/15 12:45,65,,4.5,,69,26.7,1007
2019/6/15 13:00,65,,4.5,,69,26.7,1007
2019/6/15 13:15,64,,4.5,,69,26.7,1007
2019/6/15 13:30,64,,4.4,,69,26.7,1007
2019/6/15 13:45,63,,4.4,,69,26.7,1007
2019/6/15 14:00,63,,4.4,,67,26.7,1007
2019/6/15 14:15,63,,4.5,,66,26.7,1007
2019/6/15 14:30,62,,4.4,,65,26.7,1006
2019/6/15 14:45,62,,4.5,,63,26.7,1006
2019/6/15 15:00,62,,4.5,,62,26.7,1006
2019/6/15 15:15,62,,4.6,,61,26.7,1006
2019/6/15 15:30,63,,4.6,,60,26.6,1005
2019/6/15 15:45,63,,4.7,,59,26.6,1005
2019/6/15 16:00,64,,4.7,,59,26.6,1005
2019/6/15 16:15,65,,4.7,,58,26.5,1005
2019/6/15 16:30,66,,4.8,,59,26.4,1005
2019/6/15 16:45,67,,4.9,,58,26.3,1005
2019/6/15 17:00,68,,4.9,,58,26.1,1005
2019/6/15 17:15,69,,4.9,,59,25.9,1005
2019/6/15 17:30,70,,4.8,,60,25.7,1005
2019/6/15 17:45,71,,4.9,,62,25.5,1005
2019/6/15 18:00,73,,4.9,,62,25.3,1005
2019/6/15 18:15,74,,4.8,,63,25.1,1005
2019/6/15 18:30,75,,4.9,,64,24.8,1006
2019/6/15 18:45,76,,4.8,,66,24.6,1006
2019/6/15 19:00,78,,4.8,,67,24.4,1006
2019/6/15 19:15,79,,4.7,,65,24.2,1006
2019/6/15 19:30,80,,4.7,,65,23.9,1007
2019/6/15 19:45,81,,4.6,,63,23.7,1007
2019/6/15 20:00,82,,4.5,,59,23.5,1007
2019/6/15 20:15,83,,4.4,,54,23.4,1007
2019/6/15 20:30,84,,4.4,,49,23.2,1008
2019/6/15 20:45,85,,4.4,,43,23.1,1008
2019/6/15 21:00,85,,4.4,,37,23,1008
2019/6/15 21:15,85,,4.5,,31,22.9,1008
2019/6/15 21:30,85,,4.8,,24,22.8,1008
2019/6/15 21:45,85,,5.1,,20,22.7,1008
2019/6/15 22:00,85,,5.3,,15,22.6,1008
2019/6/15 22:15,84,,5.5,,13,22.5,1008
2019/6/15 22:30,84,,5.8,,9,22.5,1008
2019/6/15 22:45,83,,6,,7,22.4,1008
2019/6/15 23:00,83,,6.1,,6,22.4,1008
2019/6/15 23:15,82,,6.1,,6,22.4,1008
2019/6/15 23:30,81,,6.1,,7,22.4,1008
2019/6/15 23:45,80,,6.1,,7,22.4,1008
2019/6/16 0:00,82,,6.1,,14,22,1008
2019/6/16 0:15,82,,6.1,,15,22,1008
2019/6/16 0:30,81,,6.1,,16,21.9,1007
2019/6/16 0:45,81,,6.2,,17,21.9,1007
2019/6/16 1:00,81,,6.2,,19,21.9,1007
2019/6/16 1:15,81,,6.3,,20,21.8,1007
2019/6/16 1:30,80,,6.3,,21,21.8,1007
2019/6/16 1:45,80,,6.4,,22,21.7,1007
2019/6/16 2:00,80,,6.4,,23,21.7,1007
2019/6/16 2:15,80,,6.5,,23,21.6,1007
2019/6/16 2:30,80,,6.7,,24,21.5,1007
2019/6/16 2:45,80,,6.8,,24,21.4,1007
2019/6/16 3:00,80,,6.9,,24,21.3,1007
2019/6/16 3:15,80,,7,,24,21.2,1007
2019/6/16 3:30,81,,7.1,,24,21.1,1007
2019/6/16 3:45,81,,7.2,,24,21,1007
2019/6/16 4:00,81,,7.2,,24,21,1007
2019/6/16 4:15,80,,7.3,,24,21,1007
2019/6/16 4:30,80,,7.4,,25,21,1007
2019/6/16 4:45,79,,7.5,,25,21,1007
2019/6/16 5:00,79,,7.5,,25,21.1,1007
2019/6/16 5:15,78,,7.4,,26,21.2,1007
2019/6/16 5:30,77,,7.3,,26,21.3,1007
2019/6/16 5:45,76,,7.3,,27,21.4,1007
2019/6/16 6:00,75,,7.2,,27,21.6,1007
2019/6/16 6:15,74,,7.2,,28,21.8,1007
2019/6/16 6:30,73,,7,,30,22.1,1008
2019/6/16 6:45,72,,7,,31,22.3,1008
2019/6/16 7:00,72,,6.8,,32,22.5,1008
2019/6/16 7:15,71,,6.8,,33,22.8,1008
2019/6/16 7:30,71,,6.7,,33,23,1008
2019/6/16 7:45,70,,6.7,,35,23.3,1008
2019/6/16 8:00,70,,6.6,,35,23.5,1008
2019/6/16 8:15,70,,6.6,,36,23.8,1008
2019/6/16 8:30,69,,6.6,,36,24,1008
2019/6/16 8:45,69,,6.6,,38,24.3,1008
2019/6/16 9:00,69,,6.6,,38,24.5,1008
2019/6/16 9:15,69,,6.6,,38,24.7,1008
2019/6/16 9:30,68,,6.6,,38,24.9,1009
2019/6/16 9:45,68,,6.6,,38,25.1,1009
2019/6/16 10:00,68,,6.6,,38,25.3,1009
2019/6/16 10:15,68,,6.6,,38,25.5,1009
2019/6/16 10:30,68,,6.8,,38,25.6,1009
2019/6/16 10:45,68,,6.8,,38,25.8,1009
2019/6/16 11:00,68,,6.8,,38,26,1009
2019/6/16 11:15,68,,6.8,,38,26.1,1009
2019/6/16 11:30,68,,6.7,,39,26.2,1009
2019/6/16 11:45,68,,6.7,,39,26.3,1009
2019/6/16 12:00,68,,6.7,,39,26.5,1009
2019/6/16 12:15,68,,6.7,,40,26.6,1009
2019/6/16 12:30,67,,6.7,,40,26.7,1008
2019/6/16 12:45,67,,6.7,,41,26.8,1008
2019/6/16 13:00,67,,6.7,,42,26.8,1008
2019/6/16 13:15,67,,6.7,,43,26.8,1008
2019/6/16 13:30,68,,6.7,,44,26.9,1008
2019/6/16 13:45,68,,6.7,,46,26.9,1008
2019/6/16 14:00,68,,6.8,,46,26.9,1008
2019/6/16 14:15,69,,6.9,,48,26.9,1008
2019/6/16 14:30,69,,7,,50,26.8,1008
2019/6/16 14:45,70,,7,,51,26.8,1008
2019/6/16 15:00,71,,7.2,,52,26.8,1008
2019/6/16 15:15,72,,7.3,,54,26.7,1008
2019/6/16 15:30,73,,7.5,,55,26.6,1007
2019/6/16 15:45,74,,7.6,,56,26.5,1007
2019/6/16 16:00,74,,7.7,,57,26.3,1007
2019/6/16 16:15,75,,7.9,,57,26.2,1007
2019/6/16 16:30,76,,8,,57,26.1,1007
2019/6/16 16:45,77,,8.2,,57,26,1007
2019/6/16 17:00,77,,8.1,,56,25.8,1007
2019/6/16 17:15,78,,8.2,,54,25.7,1007
2019/6/16 17:30,79,,8.2,,52,25.5,1007
2019/6/16 17:45,80,,8.2,,51,25.4,1007
2019/6/16 18:00,80,,8.2,,49,25.2,1007
2019/6/16 18:15,81,,8.2,,46,25,1007
2019/6/16 18:30,82,,8.2,,44,24.9,1008
2019/6/16 18:45,83,,8.2,,41,24.7,1008
2019/6/16 19:00,83,,8.2,,39,24.5,1008
2019/6/16 19:15,84,,8.2,,37,24.4,1008
2019/6/16 19:30,85,,8.3,,34,24.3,1008
2019/6/16 19:45,86,,8.3,,31,24.2,1008
2019/6/16 20:00,86,,8.3,,29,24.1,1008
2019/6/16 20:15,86,,8.3,,27,24,1008
2019/6/16 20:30,86,,8.3,,25,23.9,1009
2019/6/16 20:45,86,,8.2,,23,23.8,1009
2019/6/16 21:00,86,,8.2,,22,23.7,1009
2019/6/16 21:15,86,,8.1,,20,23.6,1009
2019/6/16 21:30,86,,8.1,,19,23.6,1009
2019/6/16 21:45,86,,8.1,,17,23.5,1009
2019/6/16 22:00,86,,8,,16,23.5,1009
2019/6/16 22:15,86,,7.9,,15,23.5,1009
2019/6/16 22:30,86,,7.9,,15,23.4,1009
2019/6/16 22:45,86,,7.7,,14,23.4,1009
2019/6/16 23:00,86,,7.7,,13,23.4,1009
2019/6/16 23:15,86,,7.6,,13,23.4,1009
2019/6/16 23:30,86,,7.5,,13,23.4,1009
2019/6/16 23:45,86,,7.4,,13,23.4,1009
2019/6/17 0:00,86,,7.9,,28,24,1009
2019/6/17 0:15,86,,7.8,,28,23.9,1009
2019/6/17 0:30,86,,7.6,,27,23.9,1008
2019/6/17 0:45,86,,7.5,,27,23.8,1008
2019/6/17 1:00,86,,7.5,,27,23.8,1008
2019/6/17 1:15,86,,7.4,,27,23.8,1008
2019/6/17 1:30,87,,7.3,,26,23.7,1008
2019/6/17 1:45,87,,7.2,,25,23.7,1008
2019/6/17 2:00,87,,7.2,,25,23.7,1008
2019/6/17 2:15,87,,7.2,,25,23.7,1008
2019/6/17 2:30,87,,7.2,,24,23.6,1008
2019/6/17 2:45,87,,7.2,,23,23.6,1008
2019/6/17 3:00,87,,7.1,,22,23.6,1008
2019/6/17 3:15,87,,7.1,,22,23.6,1008
2019/6/17 3:30,88,,7.1,,21,23.5,1008
2019/6/17 3:45,88,,7,,20,23.5,1008
2019/6/17 4:00,88,,7,,19,23.5,1008
2019/6/17 4:15,88,,7,,18,23.6,1008
2019/6/17 4:30,87,,6.8,,18,23.6,1008
2019/6/17 4:45,87,,6.8,,17,23.7,1008
2019/6/17 5:00,87,,6.7,,17,23.8,1008
2019/6/17 5:15,86,,6.6,,18,23.9,1008
2019/6/17 5:30,86,,6.4,,17,24,1008
2019/6/17 5:45,85,,6.3,,18,24.1,1008
2019/6/17 6:00,85,,6.1,,18,24.2,1008
2019/6/17 6:15,84,,5.9,,19,24.3,1008
2019/6/17 6:30,84,,5.8,,20,24.5,1009
2019/6/17 6:45,83,,5.6,,21,24.6,1009
2019/6/17 7:00,83,,5.4,,23,24.8,1009
2019/6/17 7:15,82,,5.3,,25,25,1009
2019/6/17 7:30,82,,5.1,,27,25.1,1009
2019/6/17 7:45,81,,5,,29,25.3,1009
2019/6/17 8:00,81,,4.9,,32,25.5,1009
2019/6/17 8:15,80,,4.9,,35,25.7,1009
2019/6/17 8:30,79,,4.9,,38,25.8,1009
2019/6/17 8:45,78,,4.9,,41,26,1009
2019/6/17 9:00,78,,4.9,,44,26.2,1009
2019/6/17 9:15,77,,5,,47,26.4,1009
2019/6/17 9:30,77,,5,,48,26.5,1009
2019/6/17 9:45,76,,5,,51,26.7,1009
2019/6/17 10:00,76,,5.1,,52,26.9,1009
2019/6/17 10:15,76,,5.1,,54,27,1009
2019/6/17 10:30,75,,5.1,,55,27.2,1009
2019/6/17 10:45,75,,5.1,,57,27.3,1009
2019/6/17 11:00,75,,5,,57,27.5,1009
2019/6/17 11:15,75,,4.9,,58,27.6,1009
2019/6/17 11:30,75,,4.7,,58,27.7,1009
2019/6/17 11:45,75,,4.6,,58,27.8,1009
2019/6/17 12:00,75,,4.4,,58,27.8,1009
2019/6/17 12:15,75,,4.1,,58,27.9,1009
2019/6/17 12:30,76,,4,,58,27.9,1008
2019/6/17 12:45,76,,3.8,,58,28,1008
2019/6/17 13:00,76,,3.6,,60,28,1008
2019/6/17 13:15,76,,3.4,,62,28,1008
2019/6/17 13:30,77,,3.2,,64,28.1,1008
2019/6/17 13:45,77,,3,,67,28.1,1008
2019/6/17 14:00,77,,3.1,,71,28.1,1008
2019/6/17 14:15,78,,3.1,,77,28.1,1008
2019/6/17 14:30,78,,3.1,,83,28,1007
2019/6/17 14:45,79,,3.2,,88,28,1007
2019/6/17 15:00,79,,3.4,,92,28,1007
2019/6/17 15:15,80,,3.7,,96,27.9,1007
2019/6/17 15:30,80,,4,,100,27.8,1007
2019/6/17 15:45,81,,4.3,,103,27.7,1007
2019/6/17 16:00,81,,4.5,,104,27.6,1007
2019/6/17 16:15,82,,4.8,,105,27.5,1007
2019/6/17 16:30,83,,4.9,,104,27.4,1007
2019/6/17 16:45,84,,5.2,,105,27.3,1007
2019/6/17 17:00,84,,5.2,,103,27.1,1007
2019/6/17 17:15,85,,5.3,,100,26.9,1007
2019/6/17 17:30,86,,5.3,,98,26.8,1007
2019/6/17 17:45,87,,5.4,,94,26.6,1007
2019/6/17 18:00,87,,5.4,,91,26.4,1007
2019/6/17 18:15,88,,5.3,,88,26.2,1007
2019/6/17 18:30,89,,5.3,,84,26.1,1008
2019/6/17 18:45,90,,5.3,,79,25.9,1008
2019/6/17 19:00,90,,5.3,,75,25.7,1008
2019/6/17 19:15,91,,5.3,,71,25.6,1008
2019/6/17 19:30,92,,5.2,,67,25.4,1009
2019/6/17 19:45,93,,5.2,,64,25.3,1009
2019/6/17 20:00,93,,5.1,,62,25.2,1009
2019/6/17 20:15,94,,5,,60,25.1,1009
2019/6/17 20:30,94,,4.9,,58,25,1010
2019/6/17 20:45,95,,4.8,,56,24.9,1010
2019/6/17 21:00,95,,4.7,,55,24.8,1010
2019/6/17 21:15,95,,4.4,,54,24.7,1010
2019/6/17 21:30,96,,4.3,,54,24.7,1010
2019/6/17 21:45,96,,4.1,,54,24.6,1010
2019/6/17 22:00,96,,3.9,,52,24.6,1010
2019/6/17 22:15,96,,3.8,,53,24.6,1010
2019/6/17 22:30,96,,3.6,,51,24.5,1010
2019/6/17 22:45,96,,3.5,,51,24.5,1010
2019/6/17 23:00,96,,3.5,,49,24.5,1010
2019/6/17 23:15,96,,3.5,,46,24.5,1010
2019/6/17 23:30,96,,3.5,,44,24.5,1009
2019/6/17 23:45,96,,3.5,,41,24.5,1009
2019/6/18 0:00,95,,1.2,,90,24.8,1009
2019/6/18 0:15,95,,1.1,,80,24.8,1009
2019/6/18 0:30,95,,1,,66,24.7,1008
2019/6/18 0:45,95,,1,,53,24.7,1008
2019/6/18 1:00,95,,1.1,,41,24.7,1008
2019/6/18 1:15,95,,1.1,,34,24.7,1008
2019/6/18 1:30,96,,1.1,,27,24.6,1008
2019/6/18 1:45,96,,1.2,,20,24.6,1008
2019/6/18 2:00,96,,1.2,,14,24.6,1008
2019/6/18 2:15,96,,1.1,,15,24.6,1008
2019/6/18 2:30,96,,1.1,,10,24.5,1008
2019/6/18 2:45,96,,1,,11,24.5,1008
2019/6/18 3:00,96,,0.9,,13,24.5,1008
2019/6/18 3:15,96,,0.7,,16,24.5,1008
2019/6/18 3:30,96,,0.7,,27,24.5,1009
2019/6/18 3:45,96,,0.5,,37,24.5,1009
2019/6/18 4:00,96,,0.4,,56,24.5,1009
2019/6/18 4:15,96,,0.3,,90,24.5,1009
2019/6/18 4:30,95,,0.3,,135,24.6,1009
2019/6/18 4:45,95,,0.4,,153,24.6,1009
2019/6/18 5:00,95,,0.6,,162,24.7,1009
2019/6/18 5:15,94,,0.8,,173,24.8,1009
2019/6/18 5:30,94,,1,,180,24.9,1009
2019/6/18 5:45,93,,1.2,,185,25,1009
2019/6/18 6:00,93,,1.4,,188,25.1,1009
2019/6/18 6:15,92,,1.6,,191,25.2,1009
2019/6/18 6:30,92,,1.9,,196,25.3,1009
2019/6/18 6:45,91,,2.1,,197,25.4,1009
2019/6/18 7:00,91,,2.3,,200,25.6,1009
2019/6/18 7:15,91,,2.6,,203,25.7,1009
2019/6/18 7:30,90,,2.9,,202,25.8,1009
2019/6/18 7:45,90,,3.2,,204,25.9,1009
2019/6/18 8:00,90,,3.5,,205,26.1,1009
2019/6/18 8:15,90,,3.9,,206,26.2,1009
2019/6/18 8:30,89,,4.2,,205,26.3,1009
2019/6/18 8:45,89,,4.6,,206,26.4,1009
2019/6/18 9:00,89,,4.9,,207,26.6,1009
2019/6/18 9:15,89,,5.3,,207,26.7,1009
2019/6/18 9:30,88,,5.6,,207,26.8,1009
2019/6/18 9:45,88,,6,,208,26.9,1009
2019/6/18 10:00,88,,6.3,,209,27,1009
2019/6/18 10:15,88,,6.6,,208,27.1,1009
2019/6/18 10:30,88,,6.9,,208,27.2,1009
2019/6/18 10:45,88,,7.2,,208,27.3,1009
2019/6/18 11:00,88,,7.5,,209,27.3,1009
2019/6/18 11:15,88,,7.7,,209,27.4,1009
2019/6/18 11:30,88,,8,,208,27.4,1008
2019/6/18 11:45,88,,8.2,,208,27.5,1008
2019/6/18 12:00,88,,8.5,,209,27.5,1008
2019/6/18 12:15,88,,8.6,,209,27.5,1008
2019/6/18 12:30,88,,8.7,,210,27.6,1008
2019/6/18 12:45,88,,8.9,,210,27.6,1008
2019/6/18 13:00,88,,9,,209,27.6,1008
2019/6/18 13:15,88,,9,,209,27.6,1008
2019/6/18 13:30,88,,9.2,,209,27.7,1007
2019/6/18 13:45,88,,9.3,,209,27.7,1007
2019/6/18 14:00,88,,9.3,,209,27.7,1007
2019/6/18 14:15,88,,9.4,,209,27.7,1007
2019/6/18 14:30,88,,9.4,,208,27.7,1007
2019/6/18 14:45,88,,9.5,,208,27.7,1007
2019/6/18 15:00,88,,9.5,,208,27.7,1007
2019/6/18 15:15,88,,9.4,,207,27.7,1007
2019/6/18 15:30,88,,9.5,,207,27.6,1007
2019/6/18 15:45,88,,9.5,,206,27.6,1007
2019/6/18 16:00,88,,9.5,,206,27.6,1007
2019/6/18 16:15,88,,9.5,,206,27.6,1007
2019/6/18 16:30,89,,9.3,,206,27.5,1007
2019/6/18 16:45,89,,9.3,,206,27.5,1007
2019/6/18 17:00,89,,9.3,,206,27.5,1007
2019/6/18 17:15,89,,9.3,,206,27.4,1007
2019/6/18 17:30,90,,9.2,,207,27.4,1007
